mm_id,entity_id,traj_id,rid_list,time_list
14768069,18214,46,"27745,27127,1411,27134,1196,24057,1198,13734,26186,3806,24280,22516,36970,22526,22528,36977,26296,26298,22548,2083,15619,25226,23051,23084,39969,22928,23078,38075,23073,39946","2015-11-02T11:20:02Z,2015-11-02T11:21:06Z,2015-11-02T11:21:41Z,2015-11-02T11:22:06Z,2015-11-02T11:24:33Z,2015-11-02T11:24:39Z,2015-11-02T11:24:44Z,2015-11-02T11:25:43Z,2015-11-02T11:26:06Z,2015-11-02T11:26:11Z,2015-11-02T11:26:37Z,2015-11-02T11:27:11Z,2015-11-02T11:27:41Z,2015-11-02T11:27:42Z,2015-11-02T11:27:44Z,2015-11-02T11:27:45Z,2015-11-02T11:27:51Z,2015-11-02T11:28:07Z,2015-11-02T11:30:22Z,2015-11-02T11:30:30Z,2015-11-02T11:30:34Z,2015-11-02T11:31:07Z,2015-11-02T11:32:07Z,2015-11-02T11:32:24Z,2015-11-02T11:32:38Z,2015-11-02T11:32:39Z,2015-11-02T11:32:54Z,2015-11-02T11:33:05Z,2015-11-02T11:33:06Z,2015-11-02T11:33:07Z"
13129873,16178,271,"21561,17265,16530,16527,16485,16482,2618,2620,3282,24620,19792,3279,15770,19772,21536,21533,21529,21525,16532,21524,21521,21519,19878,4537,19880,21515,21617,3953,20491,27396,7949,21616,21613,14733,3957,27397,7952,7961,39608,19774,15762,7957,19790,20484,14516,20485,19791,7958,15763,19775,39609,7962,7951,20520","2015-11-06T16:05:39Z,2015-11-06T16:06:27Z,2015-11-06T16:07:15Z,2015-11-06T16:07:27Z,2015-11-06T16:08:56Z,2015-11-06T16:09:27Z,2015-11-06T16:11:13Z,2015-11-06T16:11:27Z,2015-11-06T16:12:01Z,2015-11-06T16:12:27Z,2015-11-06T16:12:53Z,2015-11-06T16:12:55Z,2015-11-06T16:12:57Z,2015-11-06T16:12:59Z,2015-11-06T16:13:27Z,2015-11-06T16:13:35Z,2015-11-06T16:13:38Z,2015-11-06T16:13:41Z,2015-11-06T16:13:42Z,2015-11-06T16:13:43Z,2015-11-06T16:13:51Z,2015-11-06T16:14:23Z,2015-11-06T16:14:27Z,2015-11-06T16:14:36Z,2015-11-06T16:14:45Z,2015-11-06T16:14:49Z,2015-11-06T16:15:12Z,2015-11-06T16:15:27Z,2015-11-06T16:18:01Z,2015-11-06T16:18:25Z,2015-11-06T16:18:27Z,2015-11-06T16:19:27Z,2015-11-06T16:26:18Z,2015-11-06T16:26:27Z,2015-11-06T16:27:34Z,2015-11-06T16:27:40Z,2015-11-06T16:28:29Z,2015-11-06T16:29:27Z,2015-11-06T16:30:27Z,2015-11-06T16:32:10Z,2015-11-06T16:32:27Z,2015-11-06T16:32:28Z,2015-11-06T16:32:30Z,2015-11-06T16:32:56Z,2015-11-06T16:33:27Z,2015-11-06T16:34:42Z,2015-11-06T16:36:15Z,2015-11-06T16:36:23Z,2015-11-06T16:36:27Z,2015-11-06T16:37:27Z,2015-11-06T16:38:27Z,2015-11-06T16:40:27Z,2015-11-06T16:42:03Z,2015-11-06T16:42:27Z"
12090171,14910,245,"19254,18818,13017,18829,12984,12809,6828,2038,1960,14373,14384,1962,1966,26409,4504,3042,27627,3047,3053,14315,23303,14343,23291,23305,23311,23313,23315,4959,14352,4888,4903,4905,14335,14277,14292,1967,14302,19266,19277,19329,19332,19346,2513,19359,19288,1272,19294,3637","2015-11-07T14:47:37Z,2015-11-07T14:49:14Z,2015-11-07T14:49:17Z,2015-11-07T14:49:20Z,2015-11-07T14:49:49Z,2015-11-07T14:50:08Z,2015-11-07T14:50:16Z,2015-11-07T14:50:20Z,2015-11-07T14:51:18Z,2015-11-07T14:52:20Z,2015-11-07T14:53:20Z,2015-11-07T14:55:20Z,2015-11-07T14:56:07Z,2015-11-07T14:56:20Z,2015-11-07T14:58:20Z,2015-11-07T14:58:50Z,2015-11-07T14:58:55Z,2015-11-07T14:58:56Z,2015-11-07T14:59:04Z,2015-11-07T14:59:20Z,2015-11-07T14:59:40Z,2015-11-07T15:00:07Z,2015-11-07T15:00:20Z,2015-11-07T15:01:05Z,2015-11-07T15:01:20Z,2015-11-07T15:01:43Z,2015-11-07T15:02:20Z,2015-11-07T15:02:48Z,2015-11-07T15:02:56Z,2015-11-07T15:03:03Z,2015-11-07T15:03:20Z,2015-11-07T15:03:53Z,2015-11-07T15:04:20Z,2015-11-07T15:04:47Z,2015-11-07T15:04:57Z,2015-11-07T15:05:13Z,2015-11-07T15:05:14Z,2015-11-07T15:05:20Z,2015-11-07T15:07:20Z,2015-11-07T15:08:05Z,2015-11-07T15:08:18Z,2015-11-07T15:09:20Z,2015-11-07T15:10:20Z,2015-11-07T15:11:20Z,2015-11-07T15:13:20Z,2015-11-07T15:13:58Z,2015-11-07T15:14:20Z,2015-11-07T15:15:20Z"
7124084,8787,225,"17577,17573,912,15413,17599,3528,17611,16591,22581,2296,2295,22583,478,28502,479,18069,2438,272,18070,18073,17120,18082,17617,20230,20236,20237,12032,12033,20167","2015-11-05T20:20:14Z,2015-11-05T20:21:24Z,2015-11-05T20:22:24Z,2015-11-05T20:23:24Z,2015-11-05T20:24:24Z,2015-11-05T20:25:24Z,2015-11-05T20:25:52Z,2015-11-05T20:26:04Z,2015-11-05T20:26:20Z,2015-11-05T20:26:21Z,2015-11-05T20:26:23Z,2015-11-05T20:26:24Z,2015-11-05T20:26:41Z,2015-11-05T20:26:49Z,2015-11-05T20:26:50Z,2015-11-05T20:26:54Z,2015-11-05T20:27:24Z,2015-11-05T20:28:07Z,2015-11-05T20:28:10Z,2015-11-05T20:28:29Z,2015-11-05T20:29:09Z,2015-11-05T20:29:24Z,2015-11-05T20:30:24Z,2015-11-05T20:31:24Z,2015-11-05T20:31:53Z,2015-11-05T20:32:24Z,2015-11-05T20:32:43Z,2015-11-05T20:33:16Z,2015-11-05T20:33:24Z"
7923882,9789,226,"4152,2863,2862,14205,17437,1505,23433,29570,9678,17438,2350,2352,14208,2847,105,1965,2858,24675,2356,2323,2326,3808,15918,276,3809,3817,3810,3832,2353,3836,30526,20684,20688,31544,14098","2015-11-06T16:39:13Z,2015-11-06T16:39:16Z,2015-11-06T16:40:16Z,2015-11-06T16:40:36Z,2015-11-06T16:40:46Z,2015-11-06T16:41:00Z,2015-11-06T16:41:01Z,2015-11-06T16:41:12Z,2015-11-06T16:41:19Z,2015-11-06T16:41:21Z,2015-11-06T16:41:26Z,2015-11-06T16:41:34Z,2015-11-06T16:41:46Z,2015-11-06T16:43:14Z,2015-11-06T16:43:58Z,2015-11-06T16:44:16Z,2015-11-06T16:44:24Z,2015-11-06T16:44:31Z,2015-11-06T16:44:47Z,2015-11-06T16:44:58Z,2015-11-06T16:45:06Z,2015-11-06T16:45:13Z,2015-11-06T16:45:15Z,2015-11-06T16:45:17Z,2015-11-06T16:45:47Z,2015-11-06T16:45:58Z,2015-11-06T16:46:09Z,2015-11-06T16:46:17Z,2015-11-06T16:46:47Z,2015-11-06T16:47:45Z,2015-11-06T16:48:17Z,2015-11-06T16:49:17Z,2015-11-06T16:50:03Z,2015-11-06T16:50:17Z,2015-11-06T16:51:47Z"
490028,636,132,"2900,2903,15638,15632,17945,8634,8626,8635,4057,8591,584,14167,18598,14196,14191,23253","2015-11-03T15:03:03Z,2015-11-03T15:03:41Z,2015-11-03T15:03:54Z,2015-11-03T15:04:11Z,2015-11-03T15:04:22Z,2015-11-03T15:05:10Z,2015-11-03T15:05:52Z,2015-11-03T15:06:03Z,2015-11-03T15:06:10Z,2015-11-03T15:06:40Z,2015-11-03T15:08:40Z,2015-11-03T15:09:04Z,2015-11-03T15:09:10Z,2015-11-03T15:09:40Z,2015-11-03T15:10:10Z,2015-11-03T15:11:10Z"
1569583,1957,269,"2525,7343,1059,10950,1063,1067,17726,23452,5163,17729,17731,30531,1019,11518,35829,35814,1069,11464,5244,18958,1022,1094,3028,18966,39027,18973,3007,3032,19029,39026,39034,3035,11456,18194,17401,17404","2015-11-07T12:28:39Z,2015-11-07T12:28:41Z,2015-11-07T12:29:04Z,2015-11-07T12:29:37Z,2015-11-07T12:29:42Z,2015-11-07T12:30:13Z,2015-11-07T12:31:13Z,2015-11-07T12:31:19Z,2015-11-07T12:31:21Z,2015-11-07T12:31:57Z,2015-11-07T12:32:13Z,2015-11-07T12:32:28Z,2015-11-07T12:32:50Z,2015-11-07T12:33:08Z,2015-11-07T12:33:13Z,2015-11-07T12:33:16Z,2015-11-07T12:34:05Z,2015-11-07T12:35:13Z,2015-11-07T12:36:07Z,2015-11-07T12:36:13Z,2015-11-07T12:37:54Z,2015-11-07T12:38:10Z,2015-11-07T12:38:13Z,2015-11-07T12:38:38Z,2015-11-07T12:38:40Z,2015-11-07T12:38:50Z,2015-11-07T12:38:53Z,2015-11-07T12:38:55Z,2015-11-07T12:38:57Z,2015-11-07T12:38:59Z,2015-11-07T12:39:13Z,2015-11-07T12:39:35Z,2015-11-07T12:40:13Z,2015-11-07T12:41:13Z,2015-11-07T12:42:13Z,2015-11-07T12:43:13Z"
1236440,1546,209,"6274,35121,6269,6175,25470,22597,1732,3537,6186,30980,30970,16802,16649,14480,14496,22593,14484,19223,2317,16963,22057,21116,16989,16994,2322,17003,7159,17012,17016,7163,7165,7143,7166,7173,7177,17017,17008,815,24255,1891,5682,2751,4718,1501,876,14180,14150,28208,28209","2015-11-04T00:24:25Z,2015-11-04T00:24:26Z,2015-11-04T00:24:49Z,2015-11-04T00:24:55Z,2015-11-04T00:24:59Z,2015-11-04T00:25:05Z,2015-11-04T00:25:12Z,2015-11-04T00:25:30Z,2015-11-04T00:25:49Z,2015-11-04T00:25:54Z,2015-11-04T00:26:09Z,2015-11-04T00:26:10Z,2015-11-04T00:26:20Z,2015-11-04T00:26:40Z,2015-11-04T00:26:45Z,2015-11-04T00:26:53Z,2015-11-04T00:27:01Z,2015-11-04T00:27:19Z,2015-11-04T00:27:25Z,2015-11-04T00:27:49Z,2015-11-04T00:28:12Z,2015-11-04T00:28:17Z,2015-11-04T00:28:28Z,2015-11-04T00:28:36Z,2015-11-04T00:28:49Z,2015-11-04T00:29:02Z,2015-11-04T00:29:17Z,2015-11-04T00:29:22Z,2015-11-04T00:29:35Z,2015-11-04T00:29:50Z,2015-11-04T00:29:56Z,2015-11-04T00:30:09Z,2015-11-04T00:30:12Z,2015-11-04T00:30:16Z,2015-11-04T00:30:25Z,2015-11-04T00:30:47Z,2015-11-04T00:30:49Z,2015-11-04T00:30:50Z,2015-11-04T00:31:50Z,2015-11-04T00:32:21Z,2015-11-04T00:32:50Z,2015-11-04T00:33:05Z,2015-11-04T00:33:50Z,2015-11-04T00:34:04Z,2015-11-04T00:34:17Z,2015-11-04T00:34:21Z,2015-11-04T00:34:50Z,2015-11-04T00:35:30Z,2015-11-04T00:35:50Z"
10383470,12833,148,"60,15637,2698,61,8574,8572,63,16596,16600,16603,12402,19142,16610,16615,19144,21472,20981,16619,20007,21476,16621,1486","2015-11-04T18:42:09Z,2015-11-04T18:43:11Z,2015-11-04T18:43:18Z,2015-11-04T18:43:51Z,2015-11-04T18:44:18Z,2015-11-04T18:44:26Z,2015-11-04T18:44:45Z,2015-11-04T18:44:48Z,2015-11-04T18:44:49Z,2015-11-04T18:45:00Z,2015-11-04T18:45:02Z,2015-11-04T18:45:03Z,2015-11-04T18:45:12Z,2015-11-04T18:45:26Z,2015-11-04T18:46:12Z,2015-11-04T18:46:21Z,2015-11-04T18:46:26Z,2015-11-04T18:46:53Z,2015-11-04T18:47:26Z,2015-11-04T18:47:39Z,2015-11-04T18:47:52Z,2015-11-04T18:48:26Z"
10917277,13493,83,"14545,17268,21558,30279,30282,24644,24648","2015-11-03T17:08:16Z,2015-11-03T17:11:33Z,2015-11-03T17:12:09Z,2015-11-03T17:12:10Z,2015-11-03T17:12:33Z,2015-11-03T17:14:33Z,2015-11-03T17:15:33Z"
5688889,7025,13,"39891,35320,40057,35318,35315,35313,35311,35289,35296,35286,35294,35290,20144,6981,35763,20148,20887,36349","2015-11-01T12:40:34Z,2015-11-01T12:40:54Z,2015-11-01T12:40:59Z,2015-11-01T12:41:04Z,2015-11-01T12:42:02Z,2015-11-01T12:42:05Z,2015-11-01T12:42:10Z,2015-11-01T12:42:15Z,2015-11-01T12:42:54Z,2015-11-01T12:43:06Z,2015-11-01T12:43:36Z,2015-11-01T12:43:55Z,2015-11-01T12:44:08Z,2015-11-01T12:44:09Z,2015-11-01T12:44:14Z,2015-11-01T12:44:23Z,2015-11-01T12:44:35Z,2015-11-01T12:45:35Z"
15859590,19578,57,"12879,6609,23747,12703,25460,1030,1028,4929,4928,1972,18833,14033,14026,14035","2015-11-04T12:18:19Z,2015-11-04T12:18:42Z,2015-11-04T12:18:52Z,2015-11-04T12:18:58Z,2015-11-04T12:18:58Z,2015-11-04T12:19:29Z,2015-11-04T12:19:42Z,2015-11-04T12:19:51Z,2015-11-04T12:19:52Z,2015-11-04T12:20:52Z,2015-11-04T12:20:53Z,2015-11-04T12:21:06Z,2015-11-04T12:21:12Z,2015-11-04T12:21:52Z"
12692315,15629,167,"14001,14399,7099,19909,13520,28894,28892,14401,7098,14394,14397,14412,1984,1993,14371,2037,14367,14375,14366,15037,20941,12674","2015-11-06T21:19:31Z,2015-11-06T21:20:04Z,2015-11-06T21:20:34Z,2015-11-06T21:20:47Z,2015-11-06T21:21:04Z,2015-11-06T21:21:21Z,2015-11-06T21:21:22Z,2015-11-06T21:21:27Z,2015-11-06T21:21:34Z,2015-11-06T21:21:42Z,2015-11-06T21:21:47Z,2015-11-06T21:22:04Z,2015-11-06T21:22:34Z,2015-11-06T21:23:20Z,2015-11-06T21:23:21Z,2015-11-06T21:23:34Z,2015-11-06T21:24:00Z,2015-11-06T21:24:04Z,2015-11-06T21:24:34Z,2015-11-06T21:25:04Z,2015-11-06T21:25:25Z,2015-11-06T21:25:34Z"
5565357,6863,91,"29060,25044,4520,8698,8697,4446,5323,5324,8808,440,16768,16766,16769,852,22177,22192,853,8743,855,14125,14127,22536,22532,856,858,20231,859,861,18104,20234,26417,12036","2015-11-06T14:32:56Z,2015-11-06T14:33:19Z,2015-11-06T14:33:36Z,2015-11-06T14:33:38Z,2015-11-06T14:33:39Z,2015-11-06T14:33:41Z,2015-11-06T14:33:52Z,2015-11-06T14:33:56Z,2015-11-06T14:34:56Z,2015-11-06T14:35:45Z,2015-11-06T14:35:56Z,2015-11-06T14:36:39Z,2015-11-06T14:36:56Z,2015-11-06T14:37:33Z,2015-11-06T14:37:56Z,2015-11-06T14:38:45Z,2015-11-06T14:38:56Z,2015-11-06T14:39:56Z,2015-11-06T14:40:31Z,2015-11-06T14:40:56Z,2015-11-06T14:41:56Z,2015-11-06T14:43:43Z,2015-11-06T14:44:11Z,2015-11-06T14:44:40Z,2015-11-06T14:44:56Z,2015-11-06T14:45:30Z,2015-11-06T14:45:38Z,2015-11-06T14:45:46Z,2015-11-06T14:45:55Z,2015-11-06T14:45:56Z,2015-11-06T14:46:41Z,2015-11-06T14:46:56Z"
9845089,12196,89,"18204,18206,13132,8673,12652,8677,27573,27582,27589,27594,13943,8664,8661,38074,13938,2081,39935,829,1421","2015-11-03T00:20:08Z,2015-11-03T00:21:24Z,2015-11-03T00:21:36Z,2015-11-03T00:21:42Z,2015-11-03T00:21:47Z,2015-11-03T00:22:09Z,2015-11-03T00:22:35Z,2015-11-03T00:22:37Z,2015-11-03T00:22:39Z,2015-11-03T00:22:41Z,2015-11-03T00:23:09Z,2015-11-03T00:23:38Z,2015-11-03T00:23:53Z,2015-11-03T00:23:54Z,2015-11-03T00:24:09Z,2015-11-03T00:25:09Z,2015-11-03T00:25:12Z,2015-11-03T00:25:15Z,2015-11-03T00:26:09Z"
10530875,13018,205,"38015,3594,3596,3597,3598,15804,15806,3374,13158,13186,3407,3585,6728,23918,3423,19549,38907,43,45,47,6774,8231,5169,5174,5180,596,5192,34472,19789,2617,16421,19786,6998,3434,19779,34759","2015-11-06T11:59:17Z,2015-11-06T11:59:50Z,2015-11-06T11:59:58Z,2015-11-06T12:00:00Z,2015-11-06T12:00:16Z,2015-11-06T12:00:20Z,2015-11-06T12:00:29Z,2015-11-06T12:00:46Z,2015-11-06T12:01:05Z,2015-11-06T12:01:20Z,2015-11-06T12:02:01Z,2015-11-06T12:02:03Z,2015-11-06T12:02:20Z,2015-11-06T12:02:56Z,2015-11-06T12:03:20Z,2015-11-06T12:04:15Z,2015-11-06T12:04:20Z,2015-11-06T12:04:51Z,2015-11-06T12:04:53Z,2015-11-06T12:05:13Z,2015-11-06T12:05:20Z,2015-11-06T12:05:28Z,2015-11-06T12:05:34Z,2015-11-06T12:05:51Z,2015-11-06T12:05:57Z,2015-11-06T12:06:04Z,2015-11-06T12:06:20Z,2015-11-06T12:06:20Z,2015-11-06T12:07:18Z,2015-11-06T12:07:20Z,2015-11-06T12:09:20Z,2015-11-06T12:11:17Z,2015-11-06T12:11:20Z,2015-11-06T12:11:21Z,2015-11-06T12:11:23Z,2015-11-06T12:12:20Z"
14637178,18047,559,"17104,23713,23710,23702,23698,23695,17546,17543,17089,20065,23686,22887,17083,17064,17025,16957,16949,21927,21926,16918,20013,20011,5932,19993,17634,14194,14156,14201,38088,1487,16821,259,257,16804,580,256,4136,20856,20855,2278,2270,4847,4079,4081,4070,4072,20842,4077,20865,251,4365,18545,18539","2015-11-07T10:31:37Z,2015-11-07T10:32:37Z,2015-11-07T10:33:25Z,2015-11-07T10:34:16Z,2015-11-07T10:34:35Z,2015-11-07T10:34:37Z,2015-11-07T10:36:25Z,2015-11-07T10:36:33Z,2015-11-07T10:36:35Z,2015-11-07T10:36:37Z,2015-11-07T10:36:39Z,2015-11-07T10:36:48Z,2015-11-07T10:37:03Z,2015-11-07T10:37:27Z,2015-11-07T10:37:37Z,2015-11-07T10:37:45Z,2015-11-07T10:37:57Z,2015-11-07T10:38:15Z,2015-11-07T10:38:37Z,2015-11-07T10:39:06Z,2015-11-07T10:39:12Z,2015-11-07T10:39:12Z,2015-11-07T10:39:14Z,2015-11-07T10:39:15Z,2015-11-07T10:39:21Z,2015-11-07T10:39:37Z,2015-11-07T10:41:37Z,2015-11-07T10:42:49Z,2015-11-07T10:43:02Z,2015-11-07T10:43:15Z,2015-11-07T10:43:19Z,2015-11-07T10:43:37Z,2015-11-07T10:44:07Z,2015-11-07T10:44:37Z,2015-11-07T10:44:42Z,2015-11-07T10:44:48Z,2015-11-07T10:45:37Z,2015-11-07T10:45:48Z,2015-11-07T10:45:51Z,2015-11-07T10:46:02Z,2015-11-07T10:46:17Z,2015-11-07T10:46:44Z,2015-11-07T10:47:01Z,2015-11-07T10:47:15Z,2015-11-07T10:47:37Z,2015-11-07T10:48:13Z,2015-11-07T10:48:37Z,2015-11-07T10:48:45Z,2015-11-07T10:48:50Z,2015-11-07T10:49:34Z,2015-11-07T10:49:37Z,2015-11-07T10:51:22Z,2015-11-07T10:52:37Z"
10102129,12495,63,"18430,18431,18448,30346,18482,30717,18462,17800,4698,18495,5471,15709,25060,5473,21490,4700,4702,21491,4689,17559,17560,17357,908,17613,18069,2438,272,18071,17131,8719,906,25752,25753,20527,20526,27874","2015-11-03T11:54:17Z,2015-11-03T11:54:18Z,2015-11-03T11:54:19Z,2015-11-03T11:54:29Z,2015-11-03T11:54:38Z,2015-11-03T11:54:51Z,2015-11-03T11:54:52Z,2015-11-03T11:55:00Z,2015-11-03T11:55:01Z,2015-11-03T11:55:10Z,2015-11-03T11:55:10Z,2015-11-03T11:55:18Z,2015-11-03T11:55:23Z,2015-11-03T11:55:31Z,2015-11-03T11:55:48Z,2015-11-03T11:55:50Z,2015-11-03T11:55:51Z,2015-11-03T11:55:52Z,2015-11-03T11:56:18Z,2015-11-03T11:56:20Z,2015-11-03T11:56:52Z,2015-11-03T11:57:52Z,2015-11-03T11:58:27Z,2015-11-03T11:58:41Z,2015-11-03T11:59:29Z,2015-11-03T11:59:52Z,2015-11-03T12:00:49Z,2015-11-03T12:00:53Z,2015-11-03T12:01:30Z,2015-11-03T12:01:51Z,2015-11-03T12:01:53Z,2015-11-03T12:02:32Z,2015-11-03T12:02:36Z,2015-11-03T12:02:51Z,2015-11-03T12:02:53Z,2015-11-03T12:04:53Z"
15427010,19042,97,"6422,39989,20997,20001,6193,20979,34269,12232,29557,6191,12266,12456,12532,6187,20963,3275,20959,3267,898,4841,20953,36195,36192,36493,1337,4074,20837,246,3550,4258,4349,1347,716,25708,4325,683","2015-11-04T13:19:11Z,2015-11-04T13:20:51Z,2015-11-04T13:20:59Z,2015-11-04T13:21:01Z,2015-11-04T13:21:02Z,2015-11-04T13:21:03Z,2015-11-04T13:21:19Z,2015-11-04T13:21:53Z,2015-11-04T13:22:01Z,2015-11-04T13:22:53Z,2015-11-04T13:23:34Z,2015-11-04T13:23:53Z,2015-11-04T13:25:54Z,2015-11-04T13:26:39Z,2015-11-04T13:26:54Z,2015-11-04T13:27:53Z,2015-11-04T13:28:16Z,2015-11-04T13:28:35Z,2015-11-04T13:28:43Z,2015-11-04T13:29:06Z,2015-11-04T13:29:15Z,2015-11-04T13:29:22Z,2015-11-04T13:29:38Z,2015-11-04T13:29:53Z,2015-11-04T13:30:54Z,2015-11-04T13:32:54Z,2015-11-04T13:33:54Z,2015-11-04T13:34:39Z,2015-11-04T13:34:47Z,2015-11-04T13:35:55Z,2015-11-04T13:36:55Z,2015-11-04T13:38:55Z,2015-11-04T13:39:55Z,2015-11-04T13:40:55Z,2015-11-04T13:44:32Z,2015-11-04T13:44:54Z"
5294814,6539,47,"10363,10410,25106,686,18699,18929,3023,3022,10730,4178,20748,4182","2015-11-02T12:56:52Z,2015-11-02T12:57:52Z,2015-11-02T12:58:33Z,2015-11-02T12:58:39Z,2015-11-02T12:58:53Z,2015-11-02T13:00:03Z,2015-11-02T13:00:06Z,2015-11-02T13:00:09Z,2015-11-02T13:00:54Z,2015-11-02T13:01:53Z,2015-11-02T13:02:20Z,2015-11-02T13:02:53Z"
5278338,6517,377,"13237,7081,25173,25655,25654,25660,25657,25652,29664,27691,13995,14002,14389,14405,6782,6786","2015-11-06T20:15:44Z,2015-11-06T20:16:54Z,2015-11-06T20:17:09Z,2015-11-06T20:17:14Z,2015-11-06T20:17:21Z,2015-11-06T20:17:24Z,2015-11-06T20:17:47Z,2015-11-06T20:17:48Z,2015-11-06T20:17:54Z,2015-11-06T20:18:05Z,2015-11-06T20:18:10Z,2015-11-06T20:18:16Z,2015-11-06T20:18:25Z,2015-11-06T20:18:54Z,2015-11-06T20:19:24Z,2015-11-06T20:20:24Z"
12020712,14819,171,"985,37200,961,37183,37177,18266,981,24587,12413,12290,29259,1213,29559,21936,21939,21933,31602,24758,2857,23251,2858,24675,2356,2324,3833,3834,3813,14240,7406,14253,14242,14221,3969,14248,19540,5348,3971,14256,14249,14257,14239,14258,203,15838,15858,3983,1679,30472,38298,38293,1539,38251,9364,28719,38290,38285,31,20870,28","2015-11-07T10:18:03Z,2015-11-07T10:18:23Z,2015-11-07T10:18:47Z,2015-11-07T10:18:54Z,2015-11-07T10:19:07Z,2015-11-07T10:19:23Z,2015-11-07T10:19:35Z,2015-11-07T10:20:10Z,2015-11-07T10:20:31Z,2015-11-07T10:20:59Z,2015-11-07T10:21:05Z,2015-11-07T10:21:23Z,2015-11-07T10:22:00Z,2015-11-07T10:22:23Z,2015-11-07T10:23:08Z,2015-11-07T10:23:12Z,2015-11-07T10:23:21Z,2015-11-07T10:23:23Z,2015-11-07T10:23:49Z,2015-11-07T10:24:00Z,2015-11-07T10:24:15Z,2015-11-07T10:24:23Z,2015-11-07T10:24:34Z,2015-11-07T10:24:42Z,2015-11-07T10:24:47Z,2015-11-07T10:25:05Z,2015-11-07T10:25:10Z,2015-11-07T10:25:16Z,2015-11-07T10:25:23Z,2015-11-07T10:25:45Z,2015-11-07T10:26:23Z,2015-11-07T10:26:54Z,2015-11-07T10:27:02Z,2015-11-07T10:27:10Z,2015-11-07T10:27:23Z,2015-11-07T10:28:04Z,2015-11-07T10:28:23Z,2015-11-07T10:28:52Z,2015-11-07T10:28:56Z,2015-11-07T10:29:00Z,2015-11-07T10:29:23Z,2015-11-07T10:30:23Z,2015-11-07T10:30:43Z,2015-11-07T10:30:52Z,2015-11-07T10:31:01Z,2015-11-07T10:31:16Z,2015-11-07T10:31:23Z,2015-11-07T10:31:38Z,2015-11-07T10:31:58Z,2015-11-07T10:32:00Z,2015-11-07T10:32:16Z,2015-11-07T10:32:23Z,2015-11-07T10:32:58Z,2015-11-07T10:33:23Z,2015-11-07T10:34:19Z,2015-11-07T10:34:23Z,2015-11-07T10:34:57Z,2015-11-07T10:34:58Z,2015-11-07T10:35:23Z"
10214002,12631,39,"24970,21108,24973,15679,15718,15731,15675,15715,15671,15687,19737,2076,25066,1939,2211,15723,19735,19722,19721,1940,21561,17265,16530,16527,16485,16482,2619,2621,21547,21544","2015-11-02T10:40:18Z,2015-11-02T10:40:43Z,2015-11-02T10:41:13Z,2015-11-02T10:43:13Z,2015-11-02T10:46:45Z,2015-11-02T10:47:07Z,2015-11-02T10:47:45Z,2015-11-02T10:47:57Z,2015-11-02T10:48:07Z,2015-11-02T10:48:10Z,2015-11-02T10:48:15Z,2015-11-02T10:48:45Z,2015-11-02T10:49:15Z,2015-11-02T10:50:14Z,2015-11-02T10:50:44Z,2015-11-02T10:51:30Z,2015-11-02T10:51:44Z,2015-11-02T10:52:32Z,2015-11-02T10:52:44Z,2015-11-02T10:53:26Z,2015-11-02T10:53:44Z,2015-11-02T10:54:24Z,2015-11-02T10:54:41Z,2015-11-02T10:54:46Z,2015-11-02T10:55:16Z,2015-11-02T10:55:46Z,2015-11-02T10:56:16Z,2015-11-02T10:56:44Z,2015-11-02T10:56:46Z,2015-11-02T10:57:16Z"
6957581,8562,31,"13106,13096,26278,35832,21455,18830,19131,2048,19178,39389,39494,2051,14042,39476,36090,604,14041,38778,14037,19172,2041,2040,10667,7371,10863,2020,6792,7384,10734,11055,11110,10774","2015-11-02T12:41:44Z,2015-11-02T12:42:55Z,2015-11-02T12:43:44Z,2015-11-02T12:44:08Z,2015-11-02T12:44:44Z,2015-11-02T12:45:29Z,2015-11-02T12:45:33Z,2015-11-02T12:45:42Z,2015-11-02T12:45:44Z,2015-11-02T12:46:00Z,2015-11-02T12:46:11Z,2015-11-02T12:46:44Z,2015-11-02T12:47:15Z,2015-11-02T12:47:22Z,2015-11-02T12:47:35Z,2015-11-02T12:47:44Z,2015-11-02T12:48:05Z,2015-11-02T12:48:20Z,2015-11-02T12:48:21Z,2015-11-02T12:48:37Z,2015-11-02T12:48:44Z,2015-11-02T12:48:45Z,2015-11-02T12:48:56Z,2015-11-02T12:49:10Z,2015-11-02T12:49:23Z,2015-11-02T12:49:44Z,2015-11-02T12:50:48Z,2015-11-02T12:50:56Z,2015-11-02T12:51:13Z,2015-11-02T12:51:31Z,2015-11-02T12:51:42Z,2015-11-02T12:51:44Z"
